index,company,category,training/test,description 
1138,株式会社ユークス,event,training,Nintendo Switch PS 4 据え置き ゲーム 機器 用 ゲーム ソフト マリオ & ソニック AT 東京 2020 オリンピック ™」「 EARTH DEFENSE FORCE : IRON RAIN 開発 販売 行う パチスロ 北斗 拳 伝説 創造 デジハネ CR モンスター ハンター 4 パチス 
1139,サクラインターナショナル株式会社,event,training,日本 国内 世界 各国 開催 する れる 見本市 展示 会 総合 支援 サービス 行う 世界 各国 開催 する れる MICE 主催 者 参加 企業 サポート する 展示 ブース イベント ステージ 企画 立案 デザイン 装飾 施工 運営 演出 こと 会場 全体 利用 計画 外装 等 企画 デザイン 施工 事務 局 代行 業務 イベント 関わる 専門 的 業務 ワンストップサービ 
1140,株式会社ボルテージ,event,training,女性 向け 恋愛 シミュレーション ゲーム 中心 運営 する いる 企業 携帯 電話 向け コンテンツ 提供 する いる 2000 年代 前半 ターゲット 女性 絞り込む 恋愛 ドラマ コンテンツ 中心 据える いる こと 特徴 スマート フォン 向け 主流 なる 子会社 女性 役員 配置 する 女性 ニーズ 吸い上げる 注力 する いる 既存 ビジネス モデル 限界 見える 始める 2016 年 頃 新た 
1141,株式会社長崎新聞社,event,training,長崎 県内 ニュース 加える 国内外 ニュース 掲載 する 新聞 発行 行う コンサート イベント 読者 感想 文 コ 
1142,テレビ朝日映像株式会社,event,training,地上波 はじめ BS CS テレビ 番組 企画 制作 行う いる Web 企業 VP CM 映像 コンテンツ 制作 取る 
1143,株式会社Ｕｐ　ｔｈｅ　Ｍａｒｋ　ＳＡＩＴＡＭＡ,event,training,株式会社 Up the Mark 埼玉 エリア 拠点 する 会社 新卒 者 就職 転職 者 転職 支援 手掛ける 企業 人 
1144,株式会社アールビーズ,event,training,各種 マラソン 大会 はじめ イベント 企画 運営 行う いる 会社 東京 マラソン はじめ 大阪 マラソン 名古屋 ウィメンズマラソン 等 多数 運営 受託 
1145,株式会社池部楽器店,event,training,ギター ベース ウクレレ ドラム 楽器 販売 する イケベ 楽器 店 運営 する その他 音楽 スタジオ・ライブホール 運 
1146,株式会社マックスガイホールディングス,event,training,貴金属 ブランド 品 買取 行う 店舗 ザ・ゴールド EC サイト ザ・ゴールド・ショッピング 運営 オークション 仲介 手掛ける マックスガイグル 
1147,株式会社やしま,event,training,振袖 訪問 着 フォーマル 着物 デニム 着物 店頭 販売 行う きもの しま キモノグラース 運営 祝い事 節目 写真 撮影 フ 
1148,新日本工業株式会社,event,training,カレンダー カタログ POP 実写 印刷 3 D レンチキュラー 印刷 手掛ける 企業 Web サイト プロモーション ビデオ 
1149,富士ソフト企画株式会社,event,training,Web 上 稿 可能 名刺 作成 オーダーメード ホームページ 制作 等 行う いる スポーツ イベント 運営 補助 行なう 
1150,株式会社ＮＯＶＩＣ,event,training,会費 制 結婚式 MORE WEDDING はじめ 人数 できる 会食 婚 ウエディング 提案 する いる 二次会 
1151,積水ハウス梅田オペレーション株式会社,event,training,空中 庭園 展望 台 オフィス 飲食 店 テナント 擁する 梅田 スカイ ビル 含む 梅田 シティ 管理 運営 主 行く いる ビル 管理 快適 性 
1152,近藤産興株式会社,event,training,総合 レンタル 事業 主 する 企業 キャッチフレーズ 何 ん 貸す 創業 当時 業態 塗装 業 2016 年 時点 同社 業務 内容 一 部門 稼動 する いる 暮らし ビジネス 役立つ 循環 型 言える さまざま サービス 提供 する 時代 先 取る 未来 力 発揮 する 人 社会 貢献 する いく 考える いる 愛 地球 
1153,株式会社テクニコ,event,training,イベント 施設 照明 音響 映像 デザイン する 空間 演出 行う 企画 提案 オペレーション 運営 一括 する 行く いる オリジナル 映像 
1154,須賀川地方広域消防組合,event,training,福島 県 須賀川 地方 消防 活動 防災 啓発 活動 避難 訓練 担 
1155,株式会社東北共立,event,training,イベント 企画 ステージ 設営 出演 者 手配 運営 行う いる 会社 コンサート はじめ イベン 
1156,株式会社フロンティアインターナショナル,event,training,展示 会 店頭 キャンペーン 各種 イベント 企画 制作 運営 行う イベント プロモーション キャンペーン プロモーション PR スペース プロデュース デジタル プロモーション 店頭 販売 支援 事業 6 プロモーション 事業 手掛ける おる 具体 的 内容 それぞれ フィールド イベント 等 企画 運営 制作 プレミアム・ノベルティ 
1157,株式会社メホック,event,training,アミューズメント 施設 コーヒー ワゴン 委託 販売 販売 員 派遣 行う いる 満腹 食堂 オアシス 亭 商業 施設 フード 
1158,株式会社ゲームオン,event,training,ロードス 島 戦記 オンライン Alliance of Valiant Arms オンライン ゲーム 運営 する ゲームポータルサ 
1159,株式会社スペースシャワーネットワーク,event,training,メディア コンテンツ セグメント 音楽 専門 チャンネル スペース シャワー TV 運営 ライブ イベント 運営 音楽 関連 プロデュース 事業 手がける ほか スペース シャワー ミュージック CD 販売 マネジメント 著作 権 管理 包括 的 音楽 ビジネス 展開 する スペースシャワーエンターテイメント ポップ カルチャー 中心 する エンターテイメン 
1160,株式会社エー・ワン,event,training,商品 販促 イベント 企画 運営 スタッフ 派遣 顧客 ニーズ 合わせる セールス プロモーション 提案 する 会社 
1161,株式会社綜合舞台サービス,event,training,劇場 ホール ライブハウス 運営 舞台 設備 管理 操作 行う いる 照明 音響 舞台 設備 コ 
1162,株式会社日展,event,training,商業 施設 文化 教育 施設 イベント 環境 情報 計画 設計 施行 行う 空間 演出 企画 設計 設計 監理 留まる 
1163,株式会社新広社,event,training,顧客 業種 ごと 異なる マーケティング 手法 用いる 経営 戦略 プランニング 行う 折込 広告 ほか web デザイン 請ける 負 
1164,ネクストレベルホールディングス株式会社,event,training,労働 与信 データ 基 する 共有 プラットフォーム 短期 人材 派遣 サービス 手掛ける 職場 体験 型 採用 支援 社長 募集 プロジェクト はじ 
1165,株式会社阪急デザインシステムズ,event,training,エイチ・ツー・オー リテイリング 株式会社 子会社 広告 販売 促進 企画 制作 手掛ける Web 企画 制作 
1166,ＰＨ　ＰＡＲＩＳ　ＪＡＰＯＮ株式会社,event,training,ブランド ピエール エルメ パリ 洋菓子 製造 販売 手掛ける いる マカロン パティスリー 商品 展開 する おる カフェ ディオール バイ 
1167,株式会社ウカ,event,training,ヘアメイク・ネイル・ヘッドスパ 取り扱う トータル ビューティー サロン uka 展開 する uka nail oil ケ 
1168,株式会社ネオネット,event,training,イベント 展示 会 来場 者 データベース 化 する 管理 行う バーコード システム 活用 する 名刺 アンケート 情報 データ 化 する 情報 来場 者 数 
1169,丸茂電機株式会社,event,training,舞台 スタジオ 照明 器具 調 光 装置 専門 取り扱う 会社 スポットライト 照明 器具 他 舞台 
1170,ニッサン・モータースポーツ・インターナショナル株式会社,event,training,自動車 製造 販売 手掛ける 株式会社 日産自動車 連結 子会社 モータースポーツ 部品 車両 開発 製造 販売 行う いる エンジン パーツ 
1171,東洋エンジニヤリング株式会社,event,training,会議 室 目的 ホール 用いる られる AVCC システム 設計 施工 手掛ける テレビ局 コ 
1172,株式会社シャン・クレール,event,training,主 見合い パーティー 婚 活 パーティー イベント 企画 運営 行う 会社 街 コン 恋愛 セミナー 手掛ける 
1173,株式会社西三河エリアワン,event,training,官民 連携 する 公共 サービス 提供 行う PPP 事業 手掛ける おる 指定 管理 者 PFI 請負 サービス 提供 プロパティマネジメント 事業 
1174,株式会社マッシュ,event,training,ライブ コンサート スポーツ イベント 見本市 展示 会 フォーラム 等 会場 設営 運営 請負う 会社 イ 
1175,東光印刷株式会社,event,training,主 印刷物 企画 製作 デザイン 行う オンデマンド 印刷 技術 大判 長 尺 両面 印刷 コスト 実現 折込 広告 看板 等 販売 促進 
1176,那須印刷株式会社,event,training,各種 マニュアル プレゼンテーション 資料 印刷物 制作 行う その他 イベント キャンペーン 代行 業務 各種 オペレーション 支援 専 
1177,三木楽器株式会社,event,training,ギター ドラム ピアノ 楽器 専門 店 大阪 市 中心 部 展開 する いる ピアノ エレクトーン 音楽 教室 43 会場 展開 する いる 
1178,株式会社ブルーノート・ジャパン,event,training,ジャズ クラブ ライブ レストラン Blue Note Tokyo Motion Blue yokohama バー Bar BACKYARD 等 運営 店舗 企画 等 行う ラ 
1179,株式会社神戸新聞総合印刷,event,training,神戸 新聞 グループ グループ 会社 取材 編集 制作 印刷 配布 一貫 体制 整える いる 新聞 雑誌 テレビ 
1180,株式会社読売巨人軍,event,training,プロ 野球 球団 読売 ジャイアンツ 運営 行う おる 野球 試合 開催 入場 券 販売 手掛ける ファンクラブ 運営 行 
1181,金井大道具株式会社,event,training,歌舞伎 新派 新国劇 松竹 喜劇 伝統 的 舞台 装置 大道具 製作 行う テレビ 大道具 製作 イベント 
1182,公益財団法人京都市生涯学習振興財団,event,training,生涯 学習 総合 センター 京都 アスニー アスニー 山科 京都 市 平安京 創 生 館 講 
1183,株式会社スカイインテック,event,training,電気 設備 工事 水 処理 施設 工事 手がける 総合 ビル 管理 業 営む オフィス ビル タワー 111 駐車 場 
1184,エム・コックサービス株式会社,event,training,企業 内 食堂 運営 受託 する おる 栄養士 提案 する 食 イベント 開催 する いる 売店 運営 MCS ' 
1185,株式会社アイワット,event,training,ホームページ Web 上 コンテンツ 作成 パンフレット 機関 紙 製造 行う いる 年間 販促 企画 立案 
1186,株式会社シネ・フォーカス,event,training,コンサート 展示 会 株主 総会 学術 会議 等 さまざま イベント 会場 プロジェクションマッピング 3 D ホログラム 等 映像 機器 レンタル 運用 
1187,日本ステージ株式会社,event,training,舞台 美術 テレビ 美術 製作 イベント 企画 美術 プラン 会場 設計 施工 等 手掛ける 音楽 コンサート 展示 
1188,日本ステージ株式会社,event,training,アーティスト ライブ 舞台 美術 施工 映画 TV 美術 施工 イベント 会場 設計 行う おる 大阪 中心 全国 イベント 
1189,株式会社埼玉新聞社,event,training,日刊 一般 紙 埼玉 新聞 発行 手掛ける 他 Web 版 モバイル 版 埼玉 新聞 配信 行う イ 
1190,株式会社サニーサイドアップグループ,event,training,マーケティング コミュニケーション 事業 企業 行政 対象 PR プロモーション コンテンツ 開発 戦略 ブランディング 等 マーケティング コミュニケーション サービス 提供 手掛ける 関係 会社 株式会社 スクランブル パッケージ 型 PR サービス 開発 株式会社 クムナムエンターテインメント 企業 ブランディング 強み ある CM 
1191,株式会社松村電機製作所,event,training,舞台 照明 使う れる 特殊 照明 設備 製造 施工 メンテナンス 行う コンピューター 制御 稼働 する スポットライト ス 
1192,内海産業株式会社,event,training,購買 促進 販売 促進 事業 自社 発行 する いる セールス プロモーション 用 カタログ 販売 手伝い 制作 発行 手掛ける 
1193,株式会社地域新聞社,event,training,新聞 等 発行 事業 千葉 県 埼玉 県 神奈川 県 東京 都 茨城 県 対象 する 地域 情報 フリー ペーパー ちい 新聞 発行 配布 行う 子会社 株式会社 ショッパー 地域 新聞 ショッパー 発行 する 紙面 広告 枠 販売 手掛ける フリー ペーパー チラシ 折り込む 配布 する 折込 チラシ 配布 事業 取り組む 顧客 依頼 受 
1194,株式会社アイ・ファイン,event,training,店舗 販売 促進 実演 販売 他 キャンペーン イベント 事務 局 運営 請け負う 工場 ライン 業務 コール センター 運営 
1195,株式会社ＫＮＴ－ＣＴグローバルトラベル,event,training,Web サイト DMC Japan 運営 行う おる 企業 国際 機関 国際 会議 関連 する 訪日 旅行 事業 手掛ける いる 近畿 日本 ツーリ 
1196,株式会社毎日コムネット,event,training,不動産 コンサルティング 収益 不動産 企画 開発 売却 不動産 ソリューション 事業 学生 住まい 探す 学生 サークル 合宿 研修 手配 支援 行う 学生 生活 ソリューション 事業 主 手掛ける 前者 他 学生 マンション 学生 寮 運営 受託 他 大学 提携 する 学生 寮 開発 行う いる 後者 
1197,株式会社フィールズ,event,training,スタッフ 教育 研修 販売 促進 イベント 企画 立案 運営 他 POP ツール 制作 市場 マーケティング 分析 セールスプロモー 
1198,株式会社よしもとブロードエンタテインメント,event,training,吉本興業 グループ 関連 会社 お笑い 番組 はじめ する テレビ 番組 映像 コンテンツ 企画 制作 行う 
1199,株式会社インターグループ,event,training,コンベンション 企画 運営 通訳 翻訳 行う 会社 通訳 言語 英語 はじめ ドイツ 語 ヨーロッパ 言語 
1200,クオリティ株式会社,event,training,IT 資産 管理 セキュリティ 対策 行う Ism Cloudone QND Advance 等 各種 ソフト 甲 静脈 認証 装置 VP - Ⅱ X 開発 販売 
1201,三友株式会社,event,training,映像 音響 システム 構築 行う AV システム 映像 スタジオ 設計 施工 手掛ける e ラーニングスタジオシステム 同時 通訳 対応 テ 
1202,株式会社つむら工芸,event,training,スポーツ イベント 博覧 会 ショールーム 他 テレビ 舞台 美術 セット 製作 する いる 会社 プロジ 
1203,株式会社劇団民芸,event,training,舞台 俳優 擁する 劇団 民 藝 運営 する 演劇 上演 行う 劇団 員 朗読 映画 テレビ 
1204,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ株式会社,event,training,グループ 知的 障る がい ある 人 たち 競技 会 スペシャルオリンピックス 日本 映像 デジタル コンテンツ 制作 行う 視 
1205,株式会社大広ＯＮＥＳ,event,training,博報堂 DY グループ 株式会社 大広 100 % 子会社 制作 会社 プロモーション デジタル 映像 クリエイティブ 製版 印刷 事業 
1206,株式会社ルイ・モデル・エージェンシー,event,training,仙台 中心 東北 各地 現地 スタッフ 持つ モデル 事務所 運営 行う ファッションモデル 雑誌 モデル モデ 
1207,ＴＳＰ太陽株式会社,event,training,創立 以来 数 多く 博覧 会 国際 イベント 開催 携わる 会場 施設 設計 施工 空間 演出 来場 者 おもてなし 至る イベント 開催 業務 トータル サポート する 感動 創造 企業 長年 培う 独自 技術 豊富 経験 実績 活かす 快適 イベント 空間 づくり 豊か 活力 溢れる 地域 社会 企業 活 役に立つ 環境 問題 安全 
1208,ＴＳＰ太陽グループ株式会社,event,training,式典 地域 祭 スポーツ フード 防災 イベント ほか シアター コンサート イベント 効果 調査 分析 企画 デザイン 行う 
1209,株式会社電通西日本,event,training,株式会社 電通 グループ 会社 コミュニケーション デザイン CM プランニング タレント キャスティング 等 手掛ける TV 番組 制作 折込 チラシ 店頭 
1210,株式会社アウルズ,event,training,主 英語 語学 教育 翻訳 通訳 行う 英語 はじめ 中国語 スペイン 語 ドイツ 語 イタリア 語 語学 扱う ビジネス クラス 官公庁 向け クラス 資格 試験 対策 クラス 
1211,株式会社化學工業日報社,event,training,日刊 紙 化学 工業 日報 発行 する いる その他 化学 商品 大型 定期 刊行 物 入門 書 実務 
1212,株式会社Ｒ＆Ｊザ・ワークス,event,training,ウェディング パーティー 企画 プロデュース 関連 商品 販売 行う 手作り ウェディング ルリエウェディングサロン 2 
1213,ｂｍｃ株式会社,event,training,テレビ ラジオ 番組 制作 する 会社 国内 テレビ局 有名 番組 多数 手がける いる こと 強み する いる バラエティー 番組 音楽 番組 
1214,株式会社ジャパンホリデートラベル,event,training,主 中国 訪日 旅行 客 サポート 力 いれる 海外 旅行 ツアー 企画 航空 券 手配 行う いる 
1215,町田機工株式会社,event,training,土木 建設 機械 レンタル 行う いる 主 ダンプ クレーン 車 大型 車両 はじめ コンプレッサー 
1216,株式会社ダーツライブ,event,training,ダーツ 台 DARTSLIVE 3 DARTSLIVE 2 開発 販売 行う 専用 アプリ DARTSLIVE APP 配信 ダーツ 動画 サイト 
1217,株式会社総合体育研究所,event,training,幼稚園 児 対象 幼稚園 施設 運動 指導 行う いる 会社 児童 館 高齢 者 施設 運動 イベント 企画 開催 行う かん 
1218,株式会社小松煙火工業,event,training,花火 製造 行う ほか 花火 大会 結婚式 イベント 花火 ショー 企画 手掛ける コンピューター システム 使用 する 
1219,株式会社本間釣具店,event,training,釣り 具 販売 店 FISHERS 運営 行う 取り扱う 商品 ルアー ロッド 他 レインウェア 
1220,株式会社ＫＡＤＯＫＡＷＡ,event,training,一般 書 コミック 文芸 書 参考 書 書籍 電子 書籍 電子 雑誌 雑誌 出版 販売 他 Web 広告 販売 行う 映像 配信 権 許諾 映像 パッケージ ソフト 販売 映画 企画 製作 配給 他 ゲーム ソフト ネットワーク ゲーム 企画 開発 販売 ファミ 通 . com 
1221,黒潮観光開発株式会社,event,training,太平洋 黒潮 コース 有する ゴルフ 場 Kochi 黒潮 カントリークラブ 運営 行う クラブ 黒潮 カップ グランド 
1222,プレミアムサポート株式会社,event,training,スポーツ クラブ アスティ スポーツ クラブ One アスティ スポーツ クラブ 八田 アスティ スポーツ クラブ 大府 運営 行う スポーツ 
1223,株式会社ケイ・ビー・シー映像,event,training,旅 番組 グルメ 番組 バラエティ 番組 企画 製作 手掛ける CM 企画 製作 イベント コ 
1224,株式会社アストラスト,event,training,冠婚葬祭 用品 うち 主 葬儀 用品 中心 レンタル 設営 販売 行う 会社 主 テント 看板 祭壇 音響 設備 提灯 手桶 等 小物 類 
1225,株式会社ハウフルス,event,training,タモリ 倶楽部 出没 ! アド 街 ック 天国 秘密 ケンミン SHOW テレビ 番組 
1226,株式会社北日本広告社,event,training,テレビ ラジオ CM 制作 新聞 広告 雑誌 広告 出稿 行う Web マーケティング 商品 サービス 
1227,株式会社児島企画エンタテインメント,event,training,100 名 以上 タレント 多数 出演 する いる ショー レストラン 運営 多く 有名 テレビ タレント 輩出 する いる 
1228,株式会社エスピー研,event,training,交通 量 調査 都市 計画 調査 世論 調査 計画 設計 実施 業務 手掛ける いる 会社 独自 開発 する システム 調査 デー 
1229,株式会社ベストプロジエクト,event,training,トータル マーケティング 戦略 立案 展開 セールス プロモーション 企画 制作 手掛ける その他 海外 マーケティング 戦略 立案 
1230,テュフズードジャパン株式会社,event,training,第三者 認証 サービス 行う テュフズードグループ 日本 法人 ISO 国際 規格 EU 米国 各国 規制 認証 サービス 行う 主 航空 宇 
1231,株式会社フロンティアワークス,event,training,TV アニメ DVD テーマ ソング CD 出版 する アニメ キャラクター 缶 バッチ スト ラップ グッズ 販売 行う 作家 
1232,株式会社響映,event,training,ホテルバンケット 部門 国賓 ゲスト 大切 方々 迎える 会議 レセプション ホテルバンケット 求める られる ホテルクオリティ 技術 サ 
1233,株式会社ムーヴ,event,training,イベント コンサート 使用 する テント ステージ 舞台 設営 物品 販売 受付 運営 手掛ける 
1234,ＴＡＧＳグループホールディングス株式会社,event,training,Web 音楽 映像 コンテンツ 企画 制作 販売 手掛ける PC モバイル 向け サイト バナー Web 制作 
1235,株式会社アディスミューズ,event,training,高速 道路 サービス エリア 英会話 教室 様々 業種 店舗 展示 会 イベント 空間 コンサルティング 行う 商品 魅力 最大限 伝える られる ディスプレイ 最高 商業 ツール なる 考える 幅広い 知識 研究 製作 力 武器 効果 的 ディスプレイ 創造 する ニーズ 店舗 設計 施工 内装 
1236,ＳＴ．Ｃｏｎｎｅｃｔ株式会社,event,training,iPhone 店頭 修理 郵送 受付 修理 手掛ける 会社 主 携帯 電話 キャン 
1237,株式会社タカヨシ,event,training,パッケージ カタログ パンフレット ラベル 印刷 印刷 業務 行う いる 印刷 関わる デザイン 企画 営業 プロモーショ 
1238,新広島ヤクルト販売株式会社,event,training,乳酸菌 飲料 ヤクルト ジョア はじめ する 飲料 ヨーグルト 食品 ヤクルト 製品 販売 
1239,株式会社ＳＢＳプロモーション,event,training,メディア 広告 イベント 企画 企業 事業 プランニング PPP 業務 行う ジュビロ磐田 公式 イベント 運営 静岡 県 富士山 世界 遺産 センター 
1240,株式会社電通北海道,event,training,新聞 雑誌 テレビ ラジオ 使用 する CM 広告 物 企画 制作 行う ほか イベント 企画 屋外 広告 制作 行う いる W 
1241,株式会社名古屋テレビ映像,event,training,名古屋テレビ放送 番組 制作 中心 イベント ステージ 制作 会社 案内 製品 案内 用 
1242,東京ミッドタウンマネジメント株式会社,event,training,三井不動産 100 ％ 出資 子会社 同社 所有 する 東京 ミッドタウン 運営 管理 業務 全般 行う イベント プロモーション 商業 施設 販促 企画 
1243,株式会社アックス,event,training,TBS ホールディングス 子会社 主 テレビ 番組 美術 セット デザイン 制作 道具 レンタル 行う いる テレビ 番組 
1244,株式会社ドゥ・クリエーション,event,training,主 イベント 企画 運営 行う 会社 イベント 進行 運営 マニュアル 作成 イベント 会場 必要 機材 手配 イベ 
1245,株式会社主婦と生活社,event,training,週刊 女性 JUNON CHANTO 雑誌 出版 行う ファッション 料理 はじめ インテリア 園芸 育児 ジャンル 渡る 書 
1246,株式会社テー・オー・ダブリュー,event,training,商品 発売 サービス ローンチ PR 戦略 プロモーション 設計 販売 促進 活動 キャンペーン 催事 手掛ける 行政 機関 広報 イベント 企業 報道 機関 等 発表 会 広報 請け負う 企業 行う イベント スポーツ 大会 行政 団体 行う 文化 イベント 企画 運営 
1247,株式会社リウボウインダストリー,event,training,飲食 店 衣料 品 化粧 品 雑貨 文具 店 入居 する 百貨店 運営 行う いる 各地 物産 展 季節 スイーツフェア 様 
1248,オートコムジャパン株式会社,event,training,中古 車 オークション 購入 海外 バイヤー 輸出 主力 事業 する 会社 国内 輸送 手配 車両 検査 整備 
1249,株式会社トーガシ,event,training,イベント 企画 提案 ブース 施工 装飾 看板 製作 備品 レンタル 総合 的 サービス 提供 する いる 
1250,株式会社ラインナップ,event,training,イベント 会場 商業 施設 内 催事 施工 撤去 手掛ける 店舗 什器 施工 工事 電話 回線 工事 運送 作 
1251,株式会社フジアール,event,training,ドラマ・バラエティ 中心 する テレビ 番組 映画 CM 映像 セット デザイン 美術 プロデュース 行う いる 
1252,株式会社ゲイト,event,training,居酒屋 くろい ん ざく ら 運営 手掛ける 主 地域 漁業 収穫 する れる 
1253,株式会社タザワ,event,training,yahoo ! ショップ Web サイト 北海道 買える 運営 する 北海道 特産 品 セールスプローモーション 
1254,株式会社ジェイトップ,event,training,名古屋 東海 地方 中心 ルート 配送 スポット 配送 行う いる フリー ペーパー 配送 メンテナンス 回収 実績 調査 報告 行う 
1255,株式会社彩ユニオン,event,training,マネキン 人形 製造 販売 リース レンタル 業 行う いる 店舗 室内 装飾 使用 する れる 演出 物 ディスプレイ 製造 
1256,株式会社法研,event,training,健康 医療 社会 保障 Web コンテンツ 提供 主 事業 する いる 健康 保険 組合 企業 向ける データ ヘルス 対応 する 各種 健康 管理 サービス 提供 健康 相談 カウンセリング サービス 提供 する いる 専門 分野 医師 大学 教授 招く 介護 事業 者 向け セミナー 医療 介護 シンポジウム イベント 開催 行う いる 出版 事業 展開 する おる 医学 健 
1257,住友不動産ベルサール株式会社,event,training,新宿 飯田橋 六本木 渋谷 品川 オフィス ビル イベント ホール 会議 室 有料 貸し出す いる 会社 使用 目的 研修 採用 イベント 
1258,株式会社ティーネットエンタープライズ,event,training,新聞 雑誌 インターネット 広告 企画 デザイン 手掛ける 広告 代理 業 行う いる コール センター 受託 運営 イベント 企画 運 
1259,株式会社ＴＢＳトライメディア,event,training,TBS ホールディングス グループ 会社 TBS 系列 テレビ 番組 各種 企画 制作 スタッフ 派遣 CM 企画 制作 他 ラジオ 番組 
1260,株式会社大阪共立,event,training,舞台 演出 照明 音響 映像 設計 施工 行う 会社 舞台 イベント 関係 舞台 演出 設計 施行 他 文化 ホール 等 管 
1261,株式会社森谷商会,event,training,建設 機械 産業 用 機械 販売 修理 レンタル 行う 取り扱う 商品 例 油圧 ショベル 発電 機 投光器 ある 仮 
1262,株式会社東舞トータルサービス,event,training,劇場 文化 会館 音 楽堂 ライブハウス 等 舞台 照明 音響 設備 技術 操作 運営 保守 ホール 管理 業務 行う いる イベ 
1263,株式会社ビザビコミュニケーションズ,event,training,エリア 特 化 する 調査 分析 地域 活性 化 事業 提案 情報 提供 する いる 様々 視点 調査 行う 
1264,株式会社ビザビ,event,training,CM チラシ 広告 作成 岡山 生活 情報 誌 タウン 情報 かや オセラ 出版 手掛ける いる 市場 調査 人材 紹介 サー 
1265,株式会社ビザビリレーションズ,event,training,主 Web サイト 広報 誌 ビジュアル デザイン 製作 請け負う その他 テレビ 用 CM 製作 就活 サミット イベント 企画 
1266,琉球エアーコミユーター株式会社,event,training,日本航空 グループ 会社 沖縄 本島 中心 奄美 大島 南北 大東 島 久米島 与那国 島 結ぶ 路線 運航 する 高校 設置 
1267,株式会社タムコ,event,training,コンサート ライブ 舞台 レコーディング トラック ダウン 業務 行う いる コンサート イ 
1268,株式会社グランマルシェ,event,training,TBS グループ 関連 会社 TBS 番組 グッズ 扱う EC サイト TBSishop 運営 行う TBS MBS 公式 アニメ グッズ 扱う EC サイト アニ まるい く ! 
1269,株式会社アップスタッフ,event,training,各種 イベント 企画 提案 制作 物 手配 運営 管理 行う アーティスト 公式 グッズ セールス 
1270,株式会社ハイブクリエーション,event,training,ダーツ 大会 企画 運営 ダーツ 用品 販売 行う ダーツ 用品 全国 店舗 EC サイト 
1271,北九州高速鉄道株式会社,event,training,北九州 市 小倉北 区 小倉南 区 結ぶ 北九州 モノレール 運営 行う いる 銀河 鉄道 999 号 
1272,株式会社ナーズアンドギークス,event,training,東京 大阪 メイド カフェ ミアカフェ メイドリフレ ミアリラ フォト ガイド サービス 提供 する ミアガイド フォト 運営 手掛ける イベントコンパニオ 
1273,株式会社フラッグ,event,training,CM 映像 制作 Web 制作 企画 行う いる 会社 ソーシャルメディア 連携 する Web プロモーション 手掛ける 
1274,株式会社ゴルフダイジェスト社,event,training,週刊 ゴルフ ダイジェスト はじめ する 雑誌 レッスン DVD 映像 出版 出版 行う いる 会社 ゴルフ カレンダー ダイアリー 制 
1275,四国放送株式会社,event,training,主 四国 地域 テレビ ラジオ 民間 放送 行う バラエティー 番組 ニュース 番組 放送 する いる 四国 地域 情報 中心 する 
1276,株式会社アクトウェスト,event,training,医療 法人 十 全会 グループ 関連 会社 イベント 研修 セミナー 企画 運 
1277,草川工業株式会社,event,training,ガス 関連 住宅 設備 機器 提案 施工 行う 会社 主 床 暖房 調理 機器 給湯 器 施工 手掛ける 
1278,株式会社ＲＢＣビジョン,event,training,情報 番組 バラエティ 番組 等 各種 TV 番組 CM ドラマ 等 企画 製作 行う いる ラジオ 番組 劇場 映画 デジタル コンテンツ 等 企画 演出 製 
1279,株式会社秋田放送,event,training,秋田 県 テレビ 番組 ラジオ 番組 制作 放送 する ラジオ テレビ 兼営 局 テレビ 日本テレビ 系列 局 
1280,株式会社サピエント,event,training,展示 会 各種 プロモーション 等 イベント 運営 管理 行う ショールーム 博覧 会 等 企画 運営 メンテナンス 業務 
1281,株式会社読広クロスコム,event,training,キャンペーン プロモーション ツール 企画 制作 運営 実施 行く いる イベント 展示 会 コンベンション セミ 
1282,株式会社ＮＥＸＴＥＰ,event,training,情報 番組 バラエティ 番組 ニュース 地上波 放送 CS 放送 いたる 多様 ジャンル テレビ 番組 
1283,株式会社中央競馬ピーアール・センター,event,training,優 駿 レーシングプログラム JRA 競馬 関連 雑誌 本 企画 製作 出版 行う 競馬 場 内 イベント 企画 広告 代理 業務 取り組む ほる 
1284,株式会社ＧＥＴ,event,training,イベント 企画 運営 各種 セレモニー 式典 等 舞台 制作 演出 行う いる 印刷物 Web コンテンツ 
1285,株式会社下関大丸,event,training,J . フロントリテイリング 株式会社 子会社 百貨店 下関大丸 運営 手がける 催事 フロア 物産 展 
1286,株式会社新潟放送,event,training,新潟 県内 テレビ ラジオ 等 一般 放送 事業 手掛ける 放送 番組 企画 制作 販売 他 美術 音楽 スポーツ 映画 各種 催物 企画 製作 販売 興行 対応 する 出版 物 企画 発行 販売 行う その他 情報処理 サービス 事業 連結 子会社 株式会社 B 
1287,株式会社ＭＢＳ企画,event,training,毎日放送 TBS フジテレビ 地方 放送 局 テレビ 番組 ラジオ 番組 企画 制作 運営 行う イベント 制作 
1288,株式会社Ｆａｎｐｌｕｓ,event,training,音楽 イベント プロ スポーツ 美術館 電子 チケット 販売 行う アーティスト ファンクラブ 運営 グッズ オンライン 販売 手掛ける いる 
1289,株式会社パワーライン,event,training,スノーボード スクール 開校 する いる ビデオ 写真 集 制作 ライダー 手配 コーディネイト 実施 スノーボード 大会 イベント 
