index,company,category,training/test,description 
1250,株式会社ラインナップ,event,training,イベント 会場 から 商業 施設 内 の 催事 など の 施工 および 撤去 まで を 手掛ける 。 また 、 店舗 什器 施工 工事 や 電話 回線 工事 および 運送 作 
1251,株式会社フジアール,event,training,ドラマ・バラエティ を 中心 と し た テレビ 番組 や 映画 、 CM における 映像 ・ セット デザイン など の 美術 プロデュース を 行っ て いる 
1252,株式会社ゲイト,event,training,居酒屋 「 くろき ん 」 「 か ざく ら 」 など の 運営 を 手掛ける 。 主 に 、 地域 の 漁業 により 収穫 さ れ た 
1253,株式会社タザワ,event,training,yahoo ! ショップ で Web サイト 「 北海道 を 買える 。 」 を 運営 し 、 北海道 の 特産 品 の セールスプローモーション を 
1254,株式会社ジェイトップ,event,training,名古屋 ・ 東海 地方 を 中心 に ルート 配送 や スポット 配送 を 行っ て いる 。 フリー ペーパー の 配送 や メンテナンス から 回収 や 実績 調査 ・ 報告 まで 行う 
1255,株式会社彩ユニオン,event,training,マネキン 人形 の 製造 ・ 販売 ・ リース レンタル 業 を 行っ て いる 。 店舗 室内 装飾 に 使用 さ れる 演出 物 ・ ディスプレイ を 製造 。 ま 
1256,株式会社法研,event,training,健康 、 医療 、 社会 保障 に関する Web コンテンツ の 提供 を 主 な 事業 と し て いる 。 健康 保険 組合 や 企業 に 向け た データ ヘルス に 対応 し て 各種 の 健康 管理 サービス の 提供 や 、 健康 相談 や カウンセリング など の サービス も 提供 し て いる 。 各 専門 分野 の 医師 や 大学 教授 を 招い た 介護 事業 者 向け の セミナー や 医療 ・ 介護 の シンポジウム など の イベント の 開催 も 行っ て いる 。 出版 事業 も 展開 し て おり 、 医学 ・ 健 
1257,住友不動産ベルサール株式会社,event,training,新宿 や 飯田橋 、 六本木 や 渋谷 、 品川 など の オフィス ビル の イベント ホール や 会議 室 を 有料 で 貸し出し て いる 会社 。 使用 目的 は 、 研修 や 採用 イベント 
1258,株式会社ティーネットエンタープライズ,event,training,新聞 ・ 雑誌 ・ インターネット 広告 の 企画 ・ デザイン を 手掛ける 広告 代理 業 を 行っ て いる 。 また 、 コール センター の 受託 運営 、 イベント の 企画 ・ 運 
1259,株式会社ＴＢＳトライメディア,event,training,TBS ホールディングス の グループ 会社 で あり 、 TBS 系列 の テレビ 番組 各種 の 企画 ・ 制作 や スタッフ 派遣 及び CM の 企画 ・ 制作 の 他 、 ラジオ 番組 
1260,株式会社大阪共立,event,training,舞台 演出 における 、 照明 や 音響 、 映像 など の 設計 ・ 施工 を 行う 会社 。 舞台 や イベント 関係 の 舞台 演出 に関する 設計 施行 の 他 、 文化 ホール 等 の 管 
1261,株式会社森谷商会,event,training,建設 機械 や 産業 用 機械 の 販売 および 修理 、 レンタル を 行う 。 取り扱う 商品 の 例 として は 、 油圧 ショベル や 発電 機 、 投光器 など が ある 。 また 、 仮 
1262,株式会社東舞トータルサービス,event,training,劇場 ・ 文化 会館 ・ 音 楽堂 ・ ライブハウス 等 の 舞台 や 照明 、 音響 など の 設備 の 技術 操作 、 及び 運営 や 保守 といった ホール 管理 業務 を 行っ て いる 。 また 、 イベ 
1263,株式会社ビザビコミュニケーションズ,event,training,エリア に 特 化 し た 調査 や 分析 から 地域 活性 化 事業 の 提案 まで 、 あらゆる 情報 提供 を し て いる 。 様々 な 視点 から 調査 を 行い 、 
1264,株式会社ビザビ,event,training,CM や チラシ など の 広告 作成 や 、 岡山 の 生活 情報 誌 「 タウン 情報 お かや ま 」 「 オセラ 」 など の 出版 を 手掛け て いる 。 また 、 市場 調査 や 人材 紹介 サー 
1265,株式会社ビザビリレーションズ,event,training,主 に Web サイト や 広報 誌 、 ビジュアル など デザイン の 製作 を 請け負う 。 その他 、 テレビ 用 の CM 製作 や 就活 サミット など の イベント 企画 ・ 
1266,琉球エアーコミユーター株式会社,event,training,日本航空 の グループ 会社 で 、 沖縄 本島 を 中心 に 奄美 大島 や 南北 大東 島 、 久米島 や 与那国 島 など を 結ぶ 路線 を 運航 する 。 また 、 高校 が 設置 さ 
1267,株式会社タムコ,event,training,コンサート や ライブ 、 舞台 で の レコーディング および トラック ダウン 業務 を 行っ て いる 。 また 、 コンサート や イ 
1268,株式会社グランマルシェ,event,training,TBS グループ の 関連 会社 として 、 TBS の 番組 グッズ など を 扱う EC サイト 「 TBSishop 」 の 運営 を 行う 。 また 、 TBS 及び MBS の 公式 アニメ グッズ を 扱う EC サイト 「 アニ まる っ ! 
1269,株式会社アップスタッフ,event,training,各種 イベント の 企画 提案 ・ 制作 物 の 手配 ・ 運営 管理 を 行う 。 また 、 アーティスト 公式 グッズ や セールス 
1270,株式会社ハイブクリエーション,event,training,ダーツ 大会 の 企画 や 運営 、 および ダーツ 用品 の 販売 を 行う 。 ダーツ 用品 は 全国 の 店舗 や EC サイト 
1271,北九州高速鉄道株式会社,event,training,北九州 市 の 小倉北 区 と 小倉南 区 を 結ぶ 「 北九州 モノレール 」 の 運営 を 行っ て いる 。 また 「 銀河 鉄道 999 号 」 
1272,株式会社ナーズアンドギークス,event,training,東京 と 大阪 において 、 メイド カフェ 「 ミアカフェ 」 や メイドリフレ 「 ミアリラ ＆ フォト 」 および ガイド サービス を 提供 する 「 ミアガイド ＆ フォト 」 の 運営 を 手掛ける 。 また 、 イベントコンパニオ 
1273,株式会社フラッグ,event,training,CM など の 映像 制作 や Web 制作 の 企画 を 行っ て いる 会社 。 ソーシャルメディア と 連携 し た Web プロモーション も 手掛ける 
1274,株式会社ゴルフダイジェスト社,event,training,「 週刊 ゴルフ ダイジェスト 」 を はじめ と する 雑誌 や レッスン DVD といった 映像 出版 など の 出版 を 行っ て いる 会社 。 また 、 ゴルフ カレンダー 及び ダイアリー の 制 
1275,四国放送株式会社,event,training,主 に 四国 地域 で テレビ と ラジオ の 民間 放送 を 行う 。 バラエティー 番組 から ニュース 番組 まで 放送 し て いる 。 四国 地域 の 情報 を 中心 と し 
1276,株式会社アクトウェスト,event,training,医療 法人 十 全会 グループ の 関連 会社 で ある 。 イベント や 研修 、 セミナー など の 企画 や 運 
1277,草川工業株式会社,event,training,ガス 関連 の 住宅 設備 機器 の 提案 ・ 施工 を 行う 会社 。 主 に 、 床 暖房 や 調理 機器 及び 給湯 器 など の 施工 を 手掛ける 。 
1278,株式会社ＲＢＣビジョン,event,training,情報 番組 や バラエティ 番組 等 の 各種 TV 番組 や CM 、 ドラマ 等 の 企画 及び 製作 を 行っ て いる 。 ラジオ 番組 や 劇場 映画 並びに デジタル コンテンツ 等 の 企画 および 演出 、 製 
1279,株式会社秋田放送,event,training,秋田 県 において テレビ 番組 や ラジオ 番組 の 制作 ならびに 放送 を する ラジオ ・ テレビ 兼営 局 で ある 。 テレビ は 日本テレビ の 系列 局 で あり 、 
1280,株式会社サピエント,event,training,展示 会 や 各種 プロモーション 等 の イベント の 運営 ・ 管理 を 行う 。 ショールーム や 博覧 会 等 の 企画 ・ 運営 ・ メンテナンス 業務 や 、 各 
1281,株式会社読広クロスコム,event,training,キャンペーン や プロモーション ツール など の 企画 ・ 制作 から 運営 及び 実施 まで 行っ て いる 。 また 、 イベント や 展示 会 及び コンベンション ・ セミ 
1282,株式会社ＮＥＸＴＥＰ,event,training,情報 番組 や バラエティ 番組 、 ニュース など 地上波 放送 から CS 放送 に いたる まで 、 多様 な ジャンル の テレビ 番組 
1283,株式会社中央競馬ピーアール・センター,event,training,「 優 駿 」 「 レーシングプログラム 」 といった JRA および 競馬 関連 の 雑誌 や 、 本 の 企画 や 製作 および 出版 を 行う 。 また 競馬 場 内 の イベント 企画 や 広告 代理 業務 に 取り組む ほ 
1284,株式会社ＧＥＴ,event,training,イベント の 企画 ・ 運営 や 各種 セレモニー 、 式典 等 の 舞台 制作 及び 演出 を 行っ て いる 。 印刷物 や Web コンテンツ 
1285,株式会社下関大丸,event,training,J . フロントリテイリング 株式会社 の 子会社 として 、 百貨店 「 下関大丸 」 の 運営 を 手がける 。 また 、 催事 フロア にて 、 物産 展 な 
1286,株式会社新潟放送,event,training,新潟 県内 にて 、 テレビ ・ ラジオ 等 の 一般 放送 事業 を 手掛ける 。 また 、 放送 番組 の 企画 ・ 制作 ・ 販売 の 他 、 美術 や 音楽 および スポーツ 、 映画 など の 各種 催物 の 企画 ・ 製作 ・ 販売 や 興行 に も 対応 する 。 さらに 、 出版 物 の 企画 ・ 発行 ・ 販売 を 行う 。 その他 、 情報処理 サービス 事業 として 、 連結 子会社 で ある 株式会社 B 
1287,株式会社ＭＢＳ企画,event,training,毎日放送 や TBS 、 フジテレビ 、 地方 放送 局 など の テレビ 番組 や ラジオ 番組 の 企画 や 制作 、 運営 を 行う 。 また 、 イベント 制作 や 
1288,株式会社Ｆａｎｐｌｕｓ,event,training,音楽 イベント や プロ スポーツ 、 美術館 など の 電子 チケット 販売 を 行う 。 また 、 アーティスト の ファンクラブ 運営 、 グッズ の オンライン 販売 も 手掛け て いる 。 この 
1289,株式会社パワーライン,event,training,スノーボード スクール を 開校 し て いる 。 ビデオ や 写真 集 制作 、 ライダー の 手配 や コーディネイト など も 実施 。 また 、 スノーボード 大会 など の イベント の 
1290,株式会社川崎フロンターレ,event,training,J リーグ の サッカー チーム 「 川崎 フロンターレ 」 や 、 オフィシャルグッズショップ 「 アズーロ・ネロ 」 、 ファンクラブ の 運営 を 行う 。 また 、 世代 別 に 
1291,有限会社北海道新聞松岡販売所,event,training,北海道 にて 「 北海道新聞 」 など の 新聞 の 販売 ならびに 配達 業務 を 行っ て いる 。 さらに 雑誌 販売 も 手掛け て いる ほか 
1292,株式会社日本工業新聞社,event,training,産業経済新聞社 の 子会社 で あり 、 日刊 新聞 の 発行 や 情報 誌 の 出版 など を 手掛け て いる 。 代表 的 な 発行 ・ 出版 物 に は 、 日刊 総合 経済 紙 「 フジサンケイビジネスアイ 」 
1293,株式会社村上音楽事務所,event,training,ブライダル 関連 において 、 挙式 演出 や チャペル の 紹介 から プランニング の 提案 、 牧師 など の スタッフ の 派遣 および 式 の 進行 や 演出 
1294,株式会社誠心,event,training,結婚 相手 紹介 サービス を 行っ て いる 会社 で 、 主 に 医者 や セレブ の 男性 の 結婚 相手 を 紹介 し て いる 会社 で ある 。 週末 に マッチン 
1295,株式会社ロゴスコーポレーション,event,training,船舶 用品 問屋 として 個人 創業 。 LOGOS ブランド の キャンプ 用品 販売 が 主力 。 主力 の LOGOS ブランド は 海辺 5 メートル から 標高 800 メートル まで 愛用 さ れる こと を ブランド ポリシー と し 、 主 な マリン や 登山 など の 専門 的 な 分野 に 特 化 せ ず 、 一般 的 な アウトドア の 行動 範囲 を 網羅 し た アウトドア 製品 として 、 他者 に 先駆け て 開拓 し て き た 。 他 
1296,株式会社杏林舎,event,training,医学 系 の 学術 雑誌 の 編集 ・ 原稿 整理 を 軸 に 、 オンライン 版 として 閲覧 できる 電子 ジャーナル や 電子 ツール の 提案 を 行う 。 また 学会 事務 の サポ 
1297,株式会社常盤軒フーズ,event,training,鉄道 旅客 用 食品 及び 仕出し 弁当 の 製造 販売 を 手掛け て いる 。 駅弁 や 御膳 、 お 吸い物 など を 取扱う 
1298,株式会社５５,event,training,主 に 「 ORIENTAL LOUNGE 沖縄 」 や 「 ORIENTAL LOUNGE 名古屋 」 など の フ 
1299,株式会社丸の内よろず,event,training,主 に 、 三菱 UFJ フィナンシャルグループ 各社 向け に 、 ノベルティ や 記念 品 など の 販売 促進 品 や 事務 用品 及び OA 機器 など の 販売 を 手掛け て いる 。 三 
1300,株式会社ネルケプランニング,event,training,テレビ アニメ の キャスティング や 、 演劇 など の 舞台 公演 の 企画 主催 や 、 制作 業務 全般 を 行っ て いる 。 これ まで の 実績 として 、 
1301,株式会社東京法規出版,event,training,健康 や 保険 制度 、 消費 者 問題 といった 分野 の 書籍 出版 や 、 健康 グッズ など の PR グッズ の 企画 ・ 製作 も 行う 。 また 、 イベント ・ セミナー 
1302,株式会社ＴＢＳプロネックス,event,training,ラジオ 番組 の 収録 や ライブ 配信 等 に 対応 し た スタジオ の 運営 を 行う 。 また 、 ラジオ 番組 および コマーシャル の 制作 や 、 製作 スタッフ 
1303,ＰＦＵライフエージェンシー株式会社,event,training,忘年会 や パーティー など の イベント の 手配 の ほか 、 旅行 の 企画 や 運営 を 行う 。 また 、 不 用品 の 回収 や 産業 廃棄 物 の 
1304,ＴＯＨＯマーケティング株式会社,event,training,主 に 東宝 の 映画 ・ 演劇 作品 の 広告 代理 ・ 宣伝 を 行う 、 東宝 グループ の マーケティング の 中核 会社 。 近年 で は 、 動画 配信 の 台頭 や WEB 環境 の 変化 、 スマート フォン 、 SNS の 爆発 的 な 普及 により 、 宣伝 の 在り方 の 進化 、 マーケティング や コミュニケーション 方法 の 変化 に 対応 す べく 、 全国 5 か所 ( 東京 本社 ・ 大阪 ・ 
1305,株式会社Ｊプロデュース,event,training,メディア など 各種 広告 を 取り扱う 総合 広告 会社 として の 機能 を 持つ 。 また 、 国際 会議 や 展示 会 、 イベント など を 支援 する 機能 も 持ち 、 この 二つ が 主軸 と なる 。 訪日 旅行 者 を 対象 に し た イン バウンド 施作 や 、 ショッピン 
1306,チモロ株式会社,event,training,個別 指導 塾 の 教室 展開 の 支援 を 請け負う 。 また 、 自然 体験 イベント の 企画 や 運営 も 行 
1307,株式会社フタバロジコム,event,training,基軸 の 物流 事業 で は 、 独自 開発 の ネット 物流 システム によって 受注 から 商品 管理 ・ 出荷 まで 一元 管理 を 行う 。 また 集約 配送 する こと で コストダウン に つ 
1308,株式会社熊本放送,event,training,TBS テレビ 系列 の RKK テレビ の 放送 を 行う 。 また 、 熊本 県 下 全域 にて RKK ラジオ の 放送 も 手がける 
1309,株式会社エイデック,event,training,読売テレビ放送 株式会社 の グループ 会社 で 、 テレビ 放送 の CG や テロップ ・ フリップ ・ データ 放送 ・ 字幕 の 制 
1310,株式会社コンサルティング・パートナーズ,event,training,「 Best Partner 」 として 、 カップリング イベント 「 趣味 コン 」 の 運営 を 手掛け て いる 。 「 卓球 コン 」 「 バ 
1311,株式会社エフ・ジェイエンターテインメントワークス,event,training,商業 施設 「 キャナルシティ 博多 」 や 「 マリ ノア シティ 福岡 」 など の 運営 および 管理 を 行う 。 また 、 企業 の セー 
1312,株式会社楽天野球団,event,training,プロ 野球 チーム の 「 楽天 ゴールデンイーグルス 」 の 運営 および その他 関連 事業 を 手掛ける 。 野球 チーム の グッズ 販売 と 運営 する 野球 場 
1313,土佐くろしお鉄道株式会社,event,training,特急 電車 及び 普通 運行 電車 ならびに オープン デッキ 型 観光 電車 の 運行 を 手掛ける 。 また 、 Web 定期 受付 サービス や 土日 祝日 フリー パス 券 の 
1314,株式会社東京ビッグサイト,event,training,展示 会 など を 行う コンベンション 施設 「 東京 ビッグ サイト 」 の 管理 と 運営 を 手掛ける 。 また 、 施設 内 で 行わ れる [ 東京 モータ 
1315,株式会社西鉄エージェンシー,event,training,西日本 鉄道 の 関連 会社 で あり 、 Web サイト 構築 や プロモーション な を 提供 する 。 また 、 電車 や 駅 等 の 交通 広告 や 商業 施設 で の 大型 媒体 を 
1316,株式会社くろちく,event,training,主 に 和 雑貨 や 工芸 品 、 インテリア 雑貨 など の 製造 ・ 販売 を 行う 。 また 、 京町 屋 を 利用 し た 懐石 料理 屋 と お 土産物 
1317,株式会社シーマ,event,training,博物館 や 企業 ・ 放送 や 教育 ・ 公共 関連 システム 向け の 、 映像 や 音響 ・ 情報 通信 の 設計 から 販売 まで の 一切 を 行う 。 また 、 イベント 
1318,丸喜運輸株式会社,event,training,トラック を 中心 と し た 運送 事業 および 、 札幌 市内 の 一部 地域 における 除雪 作業 を 手掛ける 。 また 、 建設 廃棄 物 の 収集 や 運搬 から 中間 処理 ならびに リサイク 
1319,株式会社テレビ東京ホールディングス,event,training,テレビ東京 、 BS ジャパン 、 インターネット ・ モバイル 事業 の テレビ 東京 ブロード バンド （ 現 テレビ 東京 コミュニケーションズ ） の 3 社 の 統合 で 認定 持ち株 会社 に 移行 し た 、 1964 年 に 開局 し た 民放 キー 局 で ある 。 テレビ北海道 、 テレビ愛知 、 テレビ大阪 、 テレビせとうち 、 TVQ 九州 放送 と 全国 ６ 局 で TXN ネットワーク を 形成 し て いる 。 他 の キー 局 と 異なり 、 日本 全国 の ネット は 持っ て い ない 。 
1320,福井太陽株式会社,event,training,太陽工業 株式会社 の グループ 会社 として 、 テント 倉庫 や フレキシブル コンテナ など を はじめ と する 膜 構造 物 や 膜 関連 製品 の 製造 および 販売 を 行う 。 
1321,株式会社サンマーク,event,training,「 福岡 め さ ー じ ゅ 」 「 熊本 Nasse 」 「 北九州 Nasse 」 など オフィス 登録 型 フリー ペーパー の 発行 を 行っ て いる 。 また 、 Web サイト 「 ナッセナビ 」 による 企 
1322,株式会社Ｐ．Ｓ．Ｐ．,event,training,飲食 店 運営 や パチンコホール 店内 カフェ サービス および パチンコホール 併設 レストラン の 運営 を 行っ て いる 。 その他 に も 、 Web コンテンツ や 商品 
1323,木下サーカス株式会社,event,training,日本 全国 や 海外 で 、 サーカス 事業 を 手掛け て いる 。 主 な ショー プログラム に 、 動物 や オートバイ の ショー や 空中 
1324,有限会社アリガ・コーポレーション,event,training,ホテル や 結構 式場 など に バンケットレセプタント の 派遣 など を 行う 。 また 、 各種 イベント や セレモニー など の 際 
1325,株式会社よしもとプロダクツ,event,training,吉本 興行 グループ における 所属 タレント の 商品 開発 を 行う 。 劇場 併設 直営 店舗 を 運営 
1326,株式会社タカラコーポレーション,event,training,スマート フォン の 販売 や 代理 店 の 運営 、 ネットワーク 商品 の 販売 取次 業務 を 行う 会社 。 また 、 訪問 看護 事業 も 手掛け て いる 。 法人 向け に は 、 
1327,アクティオ株式会社,event,training,指定 管理 者 制度 に 基づき 、 公共 施設 における コンサルティング など の 業務 受託 を 行う 。 また 、 展示 会 や 地域 活性 イベント など の イベン 
1328,株式会社京都紅夢,event,training,着物 の 販売 を 行っ て いる 会社 。 小売 業務 だけ で なく 、 着物 の クリーニング や 着付け 教室 、 撮影 スタジオ の 運営 など の 着物 に 関連 
1329,ＪＲ九州エージェンシー株式会社,event,training,駅 や 電車 内 の ポスター や デジタルサイネージ の ほか 、 新聞 や テレビ など を 通じ た 広告 を 制作 し て いる 。 顧客 の 要望 に 応じ て 市場 調査 を 行い 、 Web 
1330,株式会社井筒,event,training,1705 年 の 創業 以来 、 宗教 関係 用品 の 制作 販売 を 行う 。 業務 基盤 は 、 大正 時代 から 始まっ た カタログ 通信 販売 。 年 1 ～ 数 回 、 数種類 の カタロ 
1331,広研印刷株式会社,event,training,出版 物 や 定期 刊行 物 、 冊子 や ポスター など の 印刷 を 請け負う 会社 。 オフセット 印刷 や 輪転 印刷 の 他 パッケージ 印刷 や 特殊 印刷 、 フォーム 印刷 など を 
1332,株式会社ＴＯＲＩＣＯ,event,training,漫画 に 特 化 し た Web サービス を 展開 し て おり 、 Web 上 で 漫画 が 読める 「 漫画 全巻 ドット コム 」 や 、 漫画 本 が 購入 できる 「 まんが 王 」 など が ある 。 
1333,株式会社ユニオンアルファ,event,training,企業 説明 会 や フェスティバル 、 式典 など といった 各種 イベント の プロデュース を 行っ て いる 会社 で ある 。 企画 から 会 
1334,株式会社ミュージッククラブ,event,training,プロジェクションマッピング や レーザー ショー など の イベント の 演出 、 音響 照明 事業 など を 行う 。 また 、 テレビ C 
1335,株式会社東急エージェンシープロミックス,event,training,広告 の 立案 から 企画 ・ 運営 及び キャラクター グッズ など の デザイン など を 行う 会社 。 また 、 東京 ビッグ サイト で の 展示 会 や イベント 、 更に は 
1336,明治座舞台株式会社,event,training,舞台 の 場面 展開 を に 伴う 、 劇場 舞台 の 設備 機構 の 運営 や 舞台 装置 を 製作 し て いる 。 舞台 装置 から 照明 、 音響 、 大道具 
1337,森平舞台機構株式会社,event,training,照明 や 幕 類 など の 吊 物 機構 や 奈落 など の 床 機構 など 、 舞台 装置 の 製造 から 演出 、 施工 および 保守 業 まで を 一貫 し て 行っ 
1338,株式会社ジーズ・コーポレーション,event,training,NHK や 各 民法 テレビ局 の 番組 制作 を 行っ て いる 。 番組 編集 者 や AD など の スタッフ 派遣 に も 対応 する ほか 、 取材 や 撮影 で 収録 さ れ た 素材 の スクリプト や インタビュー など の 書き 起 
1339,株式会社アートフリーク,event,training,企業 が 製品 の プロモーション を 行う 際 の 展示 ブース など の 空間 プロデュース を 手掛け て おり 、 企画 ・ デザイン から 施工 まで 
1340,株式会社ＫＴＮソサエティ,event,training,テレビ 番組 や CM 、 広告 や Web サイト など の 制作 を 行う 。 また 、 イベント の 企画 や 運営 、 ビルメンテナンス も 手掛ける 
1341,株式会社ムラック,event,training,木工 造作 や サイン グラフィック 及び ディスプレイ システム など を 活用 し 、 展示 会 や 各種 イベント の 空間 製作 を 手掛け て いる 。 また 、 創立 記念 式 
1342,株式会社ビッグウイング,event,training,羽田空港 の ターミナル ビル 「 ビッグバード 」 において 、 広告 の 企画 ・ 管理 など 広告 代理 業 を 行う 会社 。 また メイン フロア にて 企画 
1343,株式会社フェローズ,event,training,主 に 映像 や Web 、 グラフィック 並びに ゲーム など の クリエイター を 対象 と し た キャリア コンサルティング や 仕事 紹介 、 終業 後 の 
1344,株式会社テレフイット,event,training,ドラマ や バラエティ といった テレビ 番組 や 映画 で 使用 する 小道具 および 、 美術 装飾 品 の 制作 を 手掛ける 。 椅子 や テ 
1345,セルプロモート株式会社,event,training,主 に IT 業界 を 対象 に 、 求人 広告 や 人材 紹介 および 人事 教育 など を 手掛ける 。 また 、 エンジニア の 起業 や 営業 支援 および 納税 など の キャリア サポート に も 対応 。 その他 、 PC や ネットワーク 機 
1346,株式会社宣伝会議,event,training,主 に 、 広告 マーケティング 専門 誌 「 宣伝 会議 」 や 販売 促進 専門 誌 「 販促 会議 」 など の 月刊 誌 を 出版 し て いる 。 また 、 「 コピーライター 
1347,友愛サービス株式会社,event,training,成人 式 や 起工式 ならびに 祭り など の イベント の 企画 や 会場 設営 を 手掛け 、 資材 の レンタル も 行う 。 また 、 住宅 の 内 外装 や 水 回り 設備 の リフォーム 、 家屋 や オフィス および 貯 
1348,株式会社イベント・トゥエンティ・ワン,event,training,日本 だけ で なく 海外 に も 事業 所 を 置き 、 広い 商圏 で イベント 業務 全般 を 行なっ て いる 会社 で ある 。 各種 催事 や 式典 に 加え 、 祭 
1349,株式会社グッドフィールド,event,training,各種 プロモーション の 企画 ・ 立案 から 、 場所 や 資材 の 手配 ・ 運営 及び イベント スタッフ 確保 まで の サービス を 提供 する 会社 。 商業 施設 で の 太陽光 発電 等 の セールスプ 
1350,アオイスタジオ株式会社,event,training,主 に CM や 映画 ・ テレビ ドラマ や アニメ など の 映像 編集 を 行う ポスト プロダクション の 会社 。 映像 編集 業務 の ほか に も 音楽 製作 や タレ 
1351,株式会社ローザ,event,training,展示 会 や イベント 会場 の 設営 や 、 マネキン の 製造 ・ リース を 行っ て いる 。 その他 、 即売 会 など で 使う ディスプレイ 用 の 棚 や ラック など 什器 の 
1352,株式会社ライフ・トータルサービス,event,training,渋谷 区 を 中心 に 訪問 介護 や 居宅 介護 支援 、 福祉 用具 の レンタル や 販売 、 住宅 改修 など の 介護 事業 を 行っ て いる 。 家庭 の 掃 
1353,株式会社マザーエンタテイメント,event,training,コンサートホール 「 STUDIO COAST 」 の 運営 を 行う 会社 。 アーティスト の LIVE や 企業 による イベント 、 PV 撮影 な 
1354,東京印刷株式会社,event,training,ポスター や POP および 看板 の 印刷 ならびに デザイン など を 請け負う 。 また 、 Web ページ の 制作 や インターネット 広告 の 作成 ならび 
1355,株式会社ｅ－スタッフ,event,training,労働 者 の 派遣 や 職業 の 紹介 、 業務 の 請負 など を 手掛ける 。 また 、 宅地 建物 取引 や 建 
1356,株式会社ヒューマンアロー,event,training,浜松 市 を 中心 に 、 セミナー や コンサート など イベント の 運営 や 人材 派遣 を 行 
1357,株式会社近藤プロダクション,event,training,宮城 県 仙台 市 を 拠点 に 挙式 構成 や 音楽 選曲 など ウェディング プロデュース を 手掛ける 。 また 、 企業 パーティー や コンサート ライブ 等 の イベ 
1358,株式会社ティ・シー・シー,event,training,福祉 施設 や 商業 施設 等 の 建築 工事 リノベーション や 、 商業 施設 の 空間 プロデュース など を 行っ て いる 。 また 、 セレ 
1359,日本海テレビジョン放送株式会社,event,training,鳥取 県 と 島根 県 を 放送 地域 として 、 日本テレビ 系列 の テレビ 放送 および 関連 事業 など を 行う 。 「 鳥取 
1360,株式会社開進堂楽器,event,training,富山 県 や 石川 県内 に 複数 の 店舗 を 構え 、 楽器 の 販売 から 楽器 の 弾き 方 を 習う スクール まで 手掛け て いる 。 また 、 楽天 市場 など に Web ショ 
1361,株式会社エイチジェイ,event,training,「 女子高 生 ミスコン 」 「 男子 高 生 ミスターコン 」 など を 企画 ・ 運営 する 会社 で ある 。 ティーン 層 に 特 化 し た マーケティング に 基づく 広 
1362,株式会社シー・エフ・ワイ,event,training,パチンコ 店 の 折込 チラシ 制作 や 芸能人 の イベント 企画 、 CM など の 制作 を 手がけ て いる 。 さらに 、 Youtube など の SNS 広告 や Web アプ 
1363,株式会社バリュープラス,event,training,エンターテインメント 業界 を 主 と し た コンタクト センター や 販促 支援 、 E コマース 、 イベント サポート を 行う 会社 。 また 、 CD や DVD の 品質 
1364,山隂中央テレビジヨン放送株式会社,event,training,鳥取 県 で フジテレビ 系列 の テレビ 番組 の 放送 や ローカル 番組 の 制作 を 行う 。 また 、 ライ ブシ 
1365,株式会社アイビーシー岩手放送,event,training,岩手 県内 で の テレビ や ラジオ の 放送 を 行う 。 また 、 IBC イベント として 音楽 や 演劇 など の イベント の 開催 を 行っ て いる 
1366,株式会社日本総合音楽研究,event,training,マーチング や 日本 太鼓 など の 身体 運動 を 伴う 音楽 の 指導 を 中心 に 講師 の 派遣 及び 指導 を 行っ て いる 。 加え て 未 満 児 向け の 親子 教室 の 運営 も 手掛ける 。 また 出張 
1367,株式会社デルフィス・ドライブ,event,training,国内外 の イベント や 展示 会 で 、 ブース 作成 や 映像 ツール の 製作 を 行っ たり 、 販売 店 や 関係 者 向け に 新 商品 研修 会 を 企画 運営 する 会社 。 モーター ショー の ブースコ 
1368,株式会社名鈴社,event,training,結婚式 の 2 次 会 や 同窓 会 など の 幹事 代行 や 、 イベント へ の 音楽家 の 派遣 など 、 個人 向け に イベント の 企画 や 運営 を 行っ て 
1369,福島テレビ株式会社,event,training,福島 県 で 、 フジテレビ 系列 の 民間 テレビジョン 放送 事業 を 行う 。 地域 の 情報 を 伝える 番組 「 サタ ふく 」 など の 番組 制作 の ほか 、 「 東 日 
1370,東芝デジタルフロンティア株式会社,event,training,放送 番組 ・ TV コマーシャル など の 映像 制作 や 、 企業 の 製品 紹介 など の 映像 制作 を 行う 会社 。 また 、 展示 会 や イベン 
1371,株式会社グリーン企画社,event,training,市民 祭り や キャラクター ショー など の イベント の 企画 や 運営 など を 手掛け て いる 。 また 、 イベント 会場 の 屋外 設営 や 屋内 設営 の 他 に 
1372,株式会社Ｅ－Ｒｅｓｅａｒｃｈ,event,training,就活 対策 専門 メディア 「 E - space 」 や 、 即 戦力 新卒 人 財 育成 サークル 「 Growing 」 の 運営 を 手掛ける 。 また 、 法人 向け の 新卒 採 
1373,株式会社朝日メディアブレーン,event,training,テレビ 番組 や CM 制作 を 中心 に 映像 制作 を 行う 。 映像 作品 の 企画 および 撮影 、 映像 編集 ならびに 放送 まで の 過程 を 一貫 し て 行う の が 特徴 で ある 。 また 、 テレビ 番 
1374,株式会社テレビ新潟放送網,event,training,新潟 で テレビ 放送 や その他 放送 事業 を 手掛ける 。 また 、 キー 局 の 番組 の 製作 や 自主 製作 番組 など も 展開 。 その他 
